ID	geneLength	allCountsMulti	filteredCountsMulti	dupRateMulti	dupsPerIdMulti	RPKMulti	PKMMulti	allCounts	filteredCounts	dupRate	dupsPerId	RPK	RPKM
YOL027C	1722	0	0	NA	0	0	0	0	0	NA	0	0	0
snR62	100	0	0	NA	0	0	0	0	0	NA	0	0	0
snR17a	333	2	2	0	0	6.00600600600601	102.580846914653	2	2	0	0	6.00600600600601	102.580846914653
YOL155C	2904	28	28	0	0	9.64187327823691	164.680409199763	17	17	0	0	5.85399449035813	99.9845341569989
YOR375C	1365	30	30	0	0	21.978021978022	375.378263984389	30	30	0	0	21.978021978022	375.378263984389
snR35	204	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR100C	984	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL026C	342	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL012C	405	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR026W	1026	1	1	0	0	0.974658869395711	16.6468918238691	1	1	0	0	0.974658869395711	16.6468918238691
YOR359W	1572	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR250C	1338	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL013C	1656	1	1	0	0	0.603864734299517	10.313835151745	1	1	0	0	0.603864734299517	10.313835151745
YOR272W	1383	0	0	NA	0	0	0	0	0	NA	0	0	0
tG(GCC)O2	71	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL164W-A	183	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL082W	1248	0	0	NA	0	0	0	0	0	NA	0	0	0
snR36	182	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR035C	2370	1	1	0	0	0.421940928270042	7.20662911868763	1	1	0	0	0.421940928270042	7.20662911868763
YOL016C	1344	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR007C	1041	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR325W	474	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL085W-A	213	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL160W	342	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR361C	2292	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL158C	1821	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR315W	1041	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR010C	756	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR384W	2085	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR234C	324	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR283W	693	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR020W-A	273	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL045W	3306	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR102W	351	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL128C	1128	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR360C	1581	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL097C	1299	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR164C	939	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR175C	1860	0	0	NA	0	0	0	0	0	NA	0	0	0
tP(UGG)O1	72	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR086C	3561	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR242C	1116	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR155C	1353	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL019W-A	153	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL030W	1455	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR323C	1371	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL017W	2145	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR233W	2403	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL037C	354	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR083W	888	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL010W	1104	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR118W	1704	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR128C	1716	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL125W	1431	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL004W	4611	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR177C	1395	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR166C	1377	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR006C	942	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR324C	1809	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL024W	519	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR033C	2109	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL033W	1611	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL070C	1506	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR116C	4383	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL067C	534	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR145C	825	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR304C-A	231	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR192C	1800	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL109W	342	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR078W	645	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR134W	1230	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR131C	657	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR368W	1206	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL111C	639	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR168W	2430	1	1	0	0	0.411522633744856	7.02868765896695	1	1	0	0	0.411522633744856	7.02868765896695
YOR226C	471	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL162W	648	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR334W	1413	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR241W	1647	0	0	NA	0	0	0	0	0	NA	0	0	0
tP(UGG)O2	72	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR245C	1257	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL009C	816	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR153W	4536	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR358W	729	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR335W-A	81	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR170W	306	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR267C	2280	1	1	0	0	0.43859649122807	7.49110132074109	1	1	0	0	0.43859649122807	7.49110132074109
YOR081C	2250	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL145C	3234	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL156W	1704	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR322C	2457	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL044W	1152	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR054C	2025	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL031C	1266	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR034C-A	243	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR306C	1566	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR261C	1017	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR293W	318	1	1	0	0	3.14465408805031	53.7097830543701	1	1	0	0	3.14465408805031	53.7097830543701
YOR062C	807	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR339C	471	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR067C	1734	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR312C	518	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR094W	552	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL135C	669	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL105C	1671	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR329W-A	210	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR197W	1299	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL104C	1059	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR262W	1044	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR167C	204	1	1	0	0	4.90196078431373	83.7240735847534	1	1	0	0	4.90196078431373	83.7240735847534
YOL015W	1761	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR161C	1620	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR393W	1314	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR105W	327	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR210W	213	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR364W	369	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL087C	3351	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR127W	3024	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR184W	1188	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR150W	492	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR179C	567	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR340C	981	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR354C	2079	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR217W	2586	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR298W	1440	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL006C	2310	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR259C	1314	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR318C	306	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR320C	1476	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR222W	924	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL165C	432	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL007C	1026	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR307C	1362	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL051W	3246	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR091W	1038	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR079C	942	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL022C	1227	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR278W	828	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR024W	324	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL148C	1815	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL078W	3531	0	0	NA	0	0	0	0	0	NA	0	0	0
tP(UGG)O3	72	1	1	0	0	13.8888888888889	237.218208490135	1	1	0	0	13.8888888888889	237.218208490135
YOR089C	633	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL098C	3114	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR171C	1875	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL089C	3093	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL150C	312	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR095C	777	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL146W	585	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR224C	441	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR302W	78	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR286W	450	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR046C	1449	0	0	NA	0	0	0	0	0	NA	0	0	0
tG(CCC)O	72	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR388C	1131	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR228C	909	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL112W	1479	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR141C	2646	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL131W	327	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR049C	1065	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL143C	510	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR172W	2361	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR149C	1551	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL164W	1941	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR011W	4185	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR071C	1797	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR022C	2148	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR125C	702	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL141W	2088	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR101W	930	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR263C	408	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR383C	615	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR056C	1380	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL075C	3885	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR073W-A	234	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR246C	993	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR042W	1236	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR236W	636	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR183W	390	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR176W	1182	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR238W	912	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR367W	603	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR297C	579	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR310C	1536	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR063W	1164	1	1	0	0	0.859106529209622	14.6732912468124	1	1	0	0	0.859106529209622	14.6732912468124
YOR189W	351	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL129W	555	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR280C	801	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR037W	1101	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR090C	1719	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR313C	1017	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL032W	741	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR158W	957	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR162C	2433	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL092W	927	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL061W	1491	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR232W	687	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR219C	2796	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR182C	192	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL099C	492	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR294W	612	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR288C	957	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR110W	1308	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR040W	858	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL083W	1239	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL136C	1194	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL130W	2580	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL021C	3006	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR282W	321	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL077W-A	207	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR319W	642	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR030W	1860	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR291W	4419	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL077C	876	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR390W	1128	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL052C-A	186	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR123C	1395	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR013W	471	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR249C	2058	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR362C	867	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL058W	1263	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR143C	960	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR347C	1521	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL157C	1770	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL057W	2136	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR321W	2262	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR015W	360	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR111W	699	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL008W	624	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR279C	933	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR394C-A	168	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR180C	816	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL055C	1656	0	0	NA	0	0	0	0	0	NA	0	0	0
snR5	204	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL139C	642	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR287C	903	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR198C	1413	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR053W	342	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL054W	1221	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR012W	414	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL118C	309	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR034C	2250	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR374W	1560	1	1	0	0	0.641025641025641	10.9485326995447	1	1	0	0	0.641025641025641	10.9485326995447
YOR018W	2514	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL084W	2976	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR314W	330	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR050C	348	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR391C	714	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR327C	348	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR352W	1032	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR348C	1884	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL115W	1755	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR066W	1890	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR072W-A	249	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL096C	939	0	0	NA	0	0	0	0	0	NA	0	0	0
tM(CAU)O2	73	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR020C	321	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR133W	2529	3	3	0	0	1.18623962040332	20.2606299066307	0	0	NA	0	0	0
YOR356W	1896	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR208W	2253	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR357C	489	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR277C	309	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR276W	486	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR247W	633	0	0	NA	0	0	0	0	0	NA	0	0	0
snR50	90	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL047C	1071	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR221C	1083	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR344C	876	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR269W	1485	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR152C	771	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR103C	393	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR377W	1578	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR129C	2682	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL038C-A	96	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR156C	2181	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR329C	2619	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR351C	1494	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL040C	429	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL159C-A	273	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR051C	1239	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR003W	1437	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR064C	660	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR073W	1773	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR201C	1239	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR065W	930	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR186W	435	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR045W	186	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL018C	1194	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL133W	366	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR087W	2028	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL028C	738	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL086C	1047	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL108C	456	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL023W	2031	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR011W-A	207	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR165W	2331	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL068C	1512	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR138C	2016	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR016C	624	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL121C	435	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL126C	1134	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR235W	315	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR080W	2199	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR169C	465	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR028C	888	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR225W	330	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR108C-A	210	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR109W	3324	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL093W	882	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR147W	1869	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR218C	420	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR254C	1992	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL080C	870	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR161W-B	261	0	0	NA	0	0	0	0	0	NA	0	0	0
tY(GUA)O	75	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR136W	1110	0	0	NA	0	0	0	0	0	NA	0	0	0
tR(ACG)O	73	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR192C-C	237	2	2	0	0	8.43881856540084	144.132582373753	1	1	0	0	4.21940928270042	72.0662911868763
YOR205C	1671	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR200W	399	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR305W	729	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR195W	2466	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL123W	1605	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR097C	528	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL083C-A	141	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL086W-A	273	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR337W	2280	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL100W	3246	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR289W	756	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR255W	837	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR304W	3363	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL163W	510	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR077W	699	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR074C	915	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR117W	1305	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR055W	435	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL166W-A	156	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL066C	1776	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR396W	5391	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR161C-C	147	0	0	NA	0	0	0	0	0	NA	0	0	0
tV(AAC)O	74	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR151C	3675	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR187W	1314	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL001W	882	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR005C	2835	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR199W	330	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR355W	1569	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR290C	5112	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR396C-A	483	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR047C	1335	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL014W	375	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR244W	1338	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL102C	693	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL060C	2121	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL041C	1380	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL116W	1149	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR353C	2376	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR299W	2241	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR366W	354	0	0	NA	0	0	0	0	0	NA	0	0	0
tD(GUC)O	72	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR096W	573	1	1	0	0	1.74520069808028	29.8075235799122	1	1	0	0	1.74520069808028	29.8075235799122
YOR148C	558	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR301W	1308	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR257W	486	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR135C	342	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR032W-A	201	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR223W	879	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR076C	2244	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR231C-A	201	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR316C-A	210	0	0	NA	0	0	0	0	0	NA	0	0	0
tS(GCU)O	82	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR061W	1020	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR025W	1344	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR371C	2694	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL140W	1272	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL062C	1476	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR292C	930	0	0	NA	0	0	0	0	0	NA	0	0	0
tG(UCC)O	72	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR027W	1770	1	1	0	0	0.564971751412429	9.64955424366649	1	1	0	0	0.564971751412429	9.64955424366649
tT(AGU)O2	73	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR142W-B	5269	269	269	0	0	51.0533308028089	871.97613627575	0	0	NA	0	0	0
YOR192C-A	1317	0	0	NA	0	0	0	0	0	NA	0	0	0
YOL103W-B	5269	1481	1481	0	0	281.078003416208	4800.73106997913	1	1	0	0	0.189789333839438	3.24154697500279
YOR142W-A	1323	0	0	NA	0	0	0	0	0	NA	0	0	0
YOR192C-B	5314	71	71	0	0	13.3609333835152	228.200881031533	6	6	0	0	1.1290929619872	19.2845814956225
YOR343W-B	5314	95	95	0	0	17.8773052314641	305.339207014023	0	0	NA	0	0	0
YOR343W-A	1317	0	0	NA	0	0	0	0	0	NA	0	0	0
